year,title,authors,link,category,summary,concat
2023,neuralangelo high fidelity neural surface reconstruction,zhaoshuo li et al,https://arxiv.org/abs/2306.03092,vision,neural surface reconstruction has been shown to be powerful for recovering dense 3d surfaces via image based neural rendering however current methods struggle to recover detailed structures of real world scenes to address the issue we present neuralangelo which combines the representation power of multi resolution 3d hash grids with neural surface rendering two key ingredients enable our approach 1 numerical gradients for computing higher order derivatives as a smoothing operation and 2 coarse to fine optimization on the hash grids controlling different levels of details even without auxiliary inputs such as depth neuralangelo can effectively recover dense 3d surface structures from multi view images with fidelity significantly surpassing previous methods enabling detailed large scale scene reconstruction from rgb video captures,neuralangelo high fidelity neural surface reconstruction zhaoshuo li et al neural surface reconstruction has been shown to be powerful for recovering dense 3d surfaces via image based neural rendering however current methods struggle to recover detailed structures of real world scenes to address the issue we present neuralangelo which combines the representation power of multi resolution 3d hash grids with neural surface rendering two key ingredients enable our approach 1 numerical gradients for computing higher order derivatives as a smoothing operation and 2 coarse to fine optimization on the hash grids controlling different levels of details even without auxiliary inputs such as depth neuralangelo can effectively recover dense 3d surface structures from multi view images with fidelity significantly surpassing previous methods enabling detailed large scale scene reconstruction from rgb video captures
2023,simple and controllable music generation musicgen,jade copet et al,https://arxiv.org/abs/2306.05284,audio,we tackle the task of conditional music generation we introduce musicgen a single language model lm that operates over several streams of compressed discrete music representation i e tokens unlike prior work musicgen is comprised of a single stage transformer lm together with efficient token interleaving patterns which eliminates the need for cascading several models e g hierarchically or upsampling following this approach we demonstrate how musicgen can generate high quality samples both mono and stereo while being conditioned on textual description or melodic features allowing better controls over the generated output we conduct extensive empirical evaluation considering both automatic and human studies showing the proposed approach is superior to the evaluated baselines on a standard text to music benchmark through ablation studies we shed light over the importance of each of the components comprising musicgen music samples code and models are available at,simple and controllable music generation musicgen jade copet et al we tackle the task of conditional music generation we introduce musicgen a single language model lm that operates over several streams of compressed discrete music representation i e tokens unlike prior work musicgen is comprised of a single stage transformer lm together with efficient token interleaving patterns which eliminates the need for cascading several models e g hierarchically or upsampling following this approach we demonstrate how musicgen can generate high quality samples both mono and stereo while being conditioned on textual description or melodic features allowing better controls over the generated output we conduct extensive empirical evaluation considering both automatic and human studies showing the proposed approach is superior to the evaluated baselines on a standard text to music benchmark through ablation studies we shed light over the importance of each of the components comprising musicgen music samples code and models are available at
2023,audiopalm a large language model that can speak and listen,paul k rubenstein et al,https://arxiv.org/abs/2306.12925,audio,we introduce audiopalm a large language model for speech understanding and generation audiopalm fuses text based and speech based language models palm 2 anil et al 2023 and audiolm borsos et al 2022 into a unified multimodal architecture that can process and generate text and speech with applications including speech recognition and speech to speech translation audiopalm inherits the capability to preserve paralinguistic information such as speaker identity and intonation from audiolm and the linguistic knowledge present only in text large language models such as palm 2 we demonstrate that initializing audiopalm with the weights of a text only large language model improves speech processing successfully leveraging the larger quantity of text training data used in pretraining to assist with the speech tasks the resulting model significantly outperforms existing systems for speech translation tasks and has the ability to perform zero shot speech to text translation for many languages for which input target language combinations were not seen in training audiopalm also demonstrates features of audio language models such as transferring a voice across languages based on a short spoken prompt we release examples of our method at,audiopalm a large language model that can speak and listen paul k rubenstein et al we introduce audiopalm a large language model for speech understanding and generation audiopalm fuses text based and speech based language models palm 2 anil et al 2023 and audiolm borsos et al 2022 into a unified multimodal architecture that can process and generate text and speech with applications including speech recognition and speech to speech translation audiopalm inherits the capability to preserve paralinguistic information such as speaker identity and intonation from audiolm and the linguistic knowledge present only in text large language models such as palm 2 we demonstrate that initializing audiopalm with the weights of a text only large language model improves speech processing successfully leveraging the larger quantity of text training data used in pretraining to assist with the speech tasks the resulting model significantly outperforms existing systems for speech translation tasks and has the ability to perform zero shot speech to text translation for many languages for which input target language combinations were not seen in training audiopalm also demonstrates features of audio language models such as transferring a voice across languages based on a short spoken prompt we release examples of our method at
2023,voicebox text guided multilingual universal speech generation at scale,matthew le et al,https://arxiv.org/abs/2306.15687,audio,large scale generative models such as gpt and dall e have revolutionized the research community these models not only generate high fidelity outputs but are also generalists which can solve tasks not explicitly taught in contrast speech generative models are still primitive in terms of scale and task generalization in this paper we present voicebox the most versatile text guided generative model for speech at scale voicebox is a non autoregressive flow matching model trained to infill speech given audio context and text trained on over 50k hours of speech that are not filtered or enhanced similar to gpt voicebox can perform many different tasks through in context learning but is more flexible as it can also condition on future context voicebox can be used for mono or cross lingual zero shot text to speech synthesis noise removal content editing style conversion and diverse sample generation in particular voicebox outperforms the state of the art zero shot tts model vall e on both intelligibility 5 9 vs 1 9 word error rates and audio similarity 0 580 vs 0 681 while being up to 20 times faster audio samples can be found in url,voicebox text guided multilingual universal speech generation at scale matthew le et al large scale generative models such as gpt and dall e have revolutionized the research community these models not only generate high fidelity outputs but are also generalists which can solve tasks not explicitly taught in contrast speech generative models are still primitive in terms of scale and task generalization in this paper we present voicebox the most versatile text guided generative model for speech at scale voicebox is a non autoregressive flow matching model trained to infill speech given audio context and text trained on over 50k hours of speech that are not filtered or enhanced similar to gpt voicebox can perform many different tasks through in context learning but is more flexible as it can also condition on future context voicebox can be used for mono or cross lingual zero shot text to speech synthesis noise removal content editing style conversion and diverse sample generation in particular voicebox outperforms the state of the art zero shot tts model vall e on both intelligibility 5 9 vs 1 9 word error rates and audio similarity 0 580 vs 0 681 while being up to 20 times faster audio samples can be found in url
2023,sdxl improving latent diffusion models for high resolution image synthesis,dustin podell et al,https://arxiv.org/abs/2307.01952,vision,we present sdxl a latent diffusion model for text to image synthesis compared to previous versions of stable diffusion sdxl leverages a three times larger unet backbone the increase of model parameters is mainly due to more attention blocks and a larger cross attention context as sdxl uses a second text encoder we design multiple novel conditioning schemes and train sdxl on multiple aspect ratios we also introduce a refinement model which is used to improve the visual fidelity of samples generated by sdxl using a post hoc image to image technique we demonstrate that sdxl shows drastically improved performance compared the previous versions of stable diffusion and achieves results competitive with those of black box state of the art image generators in the spirit of promoting open research and fostering transparency in large model training and evaluation we provide access to code and model weights at,sdxl improving latent diffusion models for high resolution image synthesis dustin podell et al we present sdxl a latent diffusion model for text to image synthesis compared to previous versions of stable diffusion sdxl leverages a three times larger unet backbone the increase of model parameters is mainly due to more attention blocks and a larger cross attention context as sdxl uses a second text encoder we design multiple novel conditioning schemes and train sdxl on multiple aspect ratios we also introduce a refinement model which is used to improve the visual fidelity of samples generated by sdxl using a post hoc image to image technique we demonstrate that sdxl shows drastically improved performance compared the previous versions of stable diffusion and achieves results competitive with those of black box state of the art image generators in the spirit of promoting open research and fostering transparency in large model training and evaluation we provide access to code and model weights at
2023,toolllm facilitating large language models to master 16000 real world apis,yujia qin et al,https://arxiv.org/abs/2307.16789,dl_nlp,despite the advancements of open source large language models llms e g llama they remain significantly limited in tool use capabilities i e using external tools apis to fulfill human instructions the reason is that current instruction tuning largely focuses on basic language tasks but ignores the tool use domain this is in contrast to the excellent tool use capabilities of state of the art sota closed source llms e g chatgpt to bridge this gap we introduce toolllm a general tool use framework encompassing data construction model training and evaluation we first present toolbench an instruction tuning dataset for tool use which is constructed automatically using chatgpt specifically the construction can be divided into three stages i api collection we collect 16464 real world restful apis spanning 49 categories from rapidapi hub ii instruction generation we prompt chatgpt to generate diverse instructions involving these apis covering both single tool and multi tool scenarios iii solution path annotation we use chatgpt to search for a valid solution path chain of api calls for each instruction to enhance the reasoning capabilities of llms we develop a novel depth first search based decision tree algorithm it enables llms to evaluate multiple reasoning traces and expand the search space moreover to evaluate the tool use capabilities of llms we develop an automatic evaluator tooleval based on toolbench we fine tune llama to obtain an llm toolllama and equip it with a neural api retriever to recommend appropriate apis for each instruction experiments show that toolllama demonstrates a remarkable ability to execute complex instructions and generalize to unseen apis and exhibits comparable performance to chatgpt our toolllama also demonstrates strong zero shot generalization ability in an out of distribution tool use dataset apibench,toolllm facilitating large language models to master 16000 real world apis yujia qin et al despite the advancements of open source large language models llms e g llama they remain significantly limited in tool use capabilities i e using external tools apis to fulfill human instructions the reason is that current instruction tuning largely focuses on basic language tasks but ignores the tool use domain this is in contrast to the excellent tool use capabilities of state of the art sota closed source llms e g chatgpt to bridge this gap we introduce toolllm a general tool use framework encompassing data construction model training and evaluation we first present toolbench an instruction tuning dataset for tool use which is constructed automatically using chatgpt specifically the construction can be divided into three stages i api collection we collect 16464 real world restful apis spanning 49 categories from rapidapi hub ii instruction generation we prompt chatgpt to generate diverse instructions involving these apis covering both single tool and multi tool scenarios iii solution path annotation we use chatgpt to search for a valid solution path chain of api calls for each instruction to enhance the reasoning capabilities of llms we develop a novel depth first search based decision tree algorithm it enables llms to evaluate multiple reasoning traces and expand the search space moreover to evaluate the tool use capabilities of llms we develop an automatic evaluator tooleval based on toolbench we fine tune llama to obtain an llm toolllama and equip it with a neural api retriever to recommend appropriate apis for each instruction experiments show that toolllama demonstrates a remarkable ability to execute complex instructions and generalize to unseen apis and exhibits comparable performance to chatgpt our toolllama also demonstrates strong zero shot generalization ability in an out of distribution tool use dataset apibench
2023,metagpt meta programming for multi agent collaborative framework,sirui hong et al,https://arxiv.org/abs/2308.00352,dl_nlp,remarkable progress has been made on automated problem solving through societies of agents based on large language models llms existing llm based multi agent systems can already solve simple dialogue tasks solutions to more complex tasks however are complicated through logic inconsistencies due to cascading hallucinations caused by naively chaining llms here we introduce metagpt an innovative meta programming framework incorporating efficient human workflows into llm based multi agent collaborations metagpt encodes standardized operating procedures sops into prompt sequences for more streamlined workflows thus allowing agents with human like domain expertise to verify intermediate results and reduce errors metagpt utilizes an assembly line paradigm to assign diverse roles to various agents efficiently breaking down complex tasks into subtasks involving many agents working together on collaborative software engineering benchmarks metagpt generates more coherent solutions than previous chat based multi agent systems our project can be found at,metagpt meta programming for multi agent collaborative framework sirui hong et al remarkable progress has been made on automated problem solving through societies of agents based on large language models llms existing llm based multi agent systems can already solve simple dialogue tasks solutions to more complex tasks however are complicated through logic inconsistencies due to cascading hallucinations caused by naively chaining llms here we introduce metagpt an innovative meta programming framework incorporating efficient human workflows into llm based multi agent collaborations metagpt encodes standardized operating procedures sops into prompt sequences for more streamlined workflows thus allowing agents with human like domain expertise to verify intermediate results and reduce errors metagpt utilizes an assembly line paradigm to assign diverse roles to various agents efficiently breaking down complex tasks into subtasks involving many agents working together on collaborative software engineering benchmarks metagpt generates more coherent solutions than previous chat based multi agent systems our project can be found at
2023,retroformer retrospective large language agents with policy gradient optimization,wenlong huang et al,https://arxiv.org/abs/2308.02151,dl_rl,recent months have seen the emergence of a powerful new trend in which large language models llms are augmented to become autonomous language agents capable of performing objective oriented multi step tasks on their own rather than merely responding to queries from human users most existing language agents however are not optimized using environment specific rewards although some agents enable iterative refinement through verbal feedback they do not reason and plan in ways that are compatible with gradient based learning from rewards this paper introduces a principled framework for reinforcing large language agents by learning a retrospective model which automatically tunes the language agent prompts from environment feedback through policy gradient specifically our proposed agent architecture learns from rewards across multiple environments and tasks for fine tuning a pre trained language model which refines the language agent prompt by summarizing the root cause of prior failed attempts and proposing action plans experimental results on various tasks demonstrate that the language agents improve over time and that our approach considerably outperforms baselines that do not properly leverage gradients from the environment this demonstrates that using policy gradient optimization to improve language agents for which we believe our work is one of the first seems promising and can be applied to optimize other models in the agent architecture to enhance agent performances over time,retroformer retrospective large language agents with policy gradient optimization wenlong huang et al recent months have seen the emergence of a powerful new trend in which large language models llms are augmented to become autonomous language agents capable of performing objective oriented multi step tasks on their own rather than merely responding to queries from human users most existing language agents however are not optimized using environment specific rewards although some agents enable iterative refinement through verbal feedback they do not reason and plan in ways that are compatible with gradient based learning from rewards this paper introduces a principled framework for reinforcing large language agents by learning a retrospective model which automatically tunes the language agent prompts from environment feedback through policy gradient specifically our proposed agent architecture learns from rewards across multiple environments and tasks for fine tuning a pre trained language model which refines the language agent prompt by summarizing the root cause of prior failed attempts and proposing action plans experimental results on various tasks demonstrate that the language agents improve over time and that our approach considerably outperforms baselines that do not properly leverage gradients from the environment this demonstrates that using policy gradient optimization to improve language agents for which we believe our work is one of the first seems promising and can be applied to optimize other models in the agent architecture to enhance agent performances over time
2023,code llama open foundation models for code,baptiste rozière et al,https://arxiv.org/abs/2308.12950,dl_nlp,we release code llama a family of large language models for code based on llama 2 providing state of the art performance among open models infilling capabilities support for large input contexts and zero shot instruction following ability for programming tasks we provide multiple flavors to cover a wide range of applications foundation models code llama python specializations code llama python and instruction following models code llama instruct with 7b 13b 34b and 70b parameters each all models are trained on sequences of 16k tokens and show improvements on inputs with up to 100k tokens 7b 13b and 70b code llama and code llama instruct variants support infilling based on surrounding content code llama reaches state of the art performance among open models on several code benchmarks with scores of up to 67 and 65 on humaneval and mbpp respectively notably code llama python 7b outperforms llama 2 70b on humaneval and mbpp and all our models outperform every other publicly available model on multipl e we release code llama under a permissive license that allows for both research and commercial use,code llama open foundation models for code baptiste rozière et al we release code llama a family of large language models for code based on llama 2 providing state of the art performance among open models infilling capabilities support for large input contexts and zero shot instruction following ability for programming tasks we provide multiple flavors to cover a wide range of applications foundation models code llama python specializations code llama python and instruction following models code llama instruct with 7b 13b 34b and 70b parameters each all models are trained on sequences of 16k tokens and show improvements on inputs with up to 100k tokens 7b 13b and 70b code llama and code llama instruct variants support infilling based on surrounding content code llama reaches state of the art performance among open models on several code benchmarks with scores of up to 67 and 65 on humaneval and mbpp respectively notably code llama python 7b outperforms llama 2 70b on humaneval and mbpp and all our models outperform every other publicly available model on multipl e we release code llama under a permissive license that allows for both research and commercial use
2023,qwen vl a versatile vision language model for understanding localization and generation,jinze bai et al,https://arxiv.org/abs/2308.12966,vision,in this work we introduce the qwen vl series a set of large scale vision language models lvlms designed to perceive and understand both texts and images starting from the qwen lm as a foundation we endow it with visual capacity by the meticulously designed i visual receptor ii input output interface iii 3 stage training pipeline and iv multilingual multimodal cleaned corpus beyond the conventional image description and question answering we implement the grounding and text reading ability of qwen vls by aligning image caption box tuples the resulting models including qwen vl and qwen vl chat set new records for generalist models under similar model scales on a broad range of visual centric benchmarks e g image captioning question answering visual grounding and different settings e g zero shot few shot moreover on real world dialog benchmarks our instruction tuned qwen vl chat also demonstrates superiority compared to existing vision language chatbots code demo and models are available at,qwen vl a versatile vision language model for understanding localization and generation jinze bai et al in this work we introduce the qwen vl series a set of large scale vision language models lvlms designed to perceive and understand both texts and images starting from the qwen lm as a foundation we endow it with visual capacity by the meticulously designed i visual receptor ii input output interface iii 3 stage training pipeline and iv multilingual multimodal cleaned corpus beyond the conventional image description and question answering we implement the grounding and text reading ability of qwen vls by aligning image caption box tuples the resulting models including qwen vl and qwen vl chat set new records for generalist models under similar model scales on a broad range of visual centric benchmarks e g image captioning question answering visual grounding and different settings e g zero shot few shot moreover on real world dialog benchmarks our instruction tuned qwen vl chat also demonstrates superiority compared to existing vision language chatbots code demo and models are available at
2023,mvdream multi view diffusion for 3d generation,yichun shi et al,https://arxiv.org/abs/2308.16512,vision,we introduce mvdream a diffusion model that is able to generate consistent multi view images from a given text prompt learning from both 2d and 3d data a multi view diffusion model can achieve the generalizability of 2d diffusion models and the consistency of 3d renderings we demonstrate that such a multi view diffusion model is implicitly a generalizable 3d prior agnostic to 3d representations it can be applied to 3d generation via score distillation sampling significantly enhancing the consistency and stability of existing 2d lifting methods it can also learn new concepts from a few 2d examples akin to dreambooth but for 3d generation,mvdream multi view diffusion for 3d generation yichun shi et al we introduce mvdream a diffusion model that is able to generate consistent multi view images from a given text prompt learning from both 2d and 3d data a multi view diffusion model can achieve the generalizability of 2d diffusion models and the consistency of 3d renderings we demonstrate that such a multi view diffusion model is implicitly a generalizable 3d prior agnostic to 3d representations it can be applied to 3d generation via score distillation sampling significantly enhancing the consistency and stability of existing 2d lifting methods it can also learn new concepts from a few 2d examples akin to dreambooth but for 3d generation
2023,rlaif scaling reinforcement learning from human feedback with ai feedback,harrison lee et al,https://arxiv.org/abs/2309.00267,dl_nlp,reinforcement learning from human feedback rlhf has proven effective in aligning large language models llms with human preferences but gathering high quality preference labels is expensive rl from ai feedback rlaif introduced in bai et al offers a promising alternative that trains the reward model rm on preferences generated by an off the shelf llm across the tasks of summarization helpful dialogue generation and harmless dialogue generation we show that rlaif achieves comparable performance to rlhf furthermore we take a step towards self improvement by demonstrating that rlaif can outperform a supervised fine tuned baseline even when the ai labeler is the same size as the policy or even the exact same checkpoint as the initial policy finally we introduce direct rlaif d rlaif a technique that circumvents rm training by obtaining rewards directly from an off the shelf llm during rl which achieves superior performance to canonical rlaif our results suggest that rlaif can achieve performance on par with using human feedback offering a potential solution to the scalability limitations of rlhf,rlaif scaling reinforcement learning from human feedback with ai feedback harrison lee et al reinforcement learning from human feedback rlhf has proven effective in aligning large language models llms with human preferences but gathering high quality preference labels is expensive rl from ai feedback rlaif introduced in bai et al offers a promising alternative that trains the reward model rm on preferences generated by an off the shelf llm across the tasks of summarization helpful dialogue generation and harmless dialogue generation we show that rlaif achieves comparable performance to rlhf furthermore we take a step towards self improvement by demonstrating that rlaif can outperform a supervised fine tuned baseline even when the ai labeler is the same size as the policy or even the exact same checkpoint as the initial policy finally we introduce direct rlaif d rlaif a technique that circumvents rm training by obtaining rewards directly from an off the shelf llm during rl which achieves superior performance to canonical rlaif our results suggest that rlaif can achieve performance on par with using human feedback offering a potential solution to the scalability limitations of rlhf
2023,large language models as optimizers,chengrun yang et al,https://arxiv.org/abs/2309.03409,dl_nlp,optimization is ubiquitous while derivative based algorithms have been powerful tools for various problems the absence of gradient imposes challenges on many real world applications in this work we propose optimization by prompting opro a simple and effective approach to leverage large language models llms as optimizers where the optimization task is described in natural language in each optimization step the llm generates new solutions from the prompt that contains previously generated solutions with their values then the new solutions are evaluated and added to the prompt for the next optimization step we first showcase opro on linear regression and traveling salesman problems then move on to our main application in prompt optimization where the goal is to find instructions that maximize the task accuracy with a variety of llms we demonstrate that the best prompts optimized by opro outperform human designed prompts by up to 8 on gsm8k and by up to 50 on big bench hard tasks code at,large language models as optimizers chengrun yang et al optimization is ubiquitous while derivative based algorithms have been powerful tools for various problems the absence of gradient imposes challenges on many real world applications in this work we propose optimization by prompting opro a simple and effective approach to leverage large language models llms as optimizers where the optimization task is described in natural language in each optimization step the llm generates new solutions from the prompt that contains previously generated solutions with their values then the new solutions are evaluated and added to the prompt for the next optimization step we first showcase opro on linear regression and traveling salesman problems then move on to our main application in prompt optimization where the goal is to find instructions that maximize the task accuracy with a variety of llms we demonstrate that the best prompts optimized by opro outperform human designed prompts by up to 8 on gsm8k and by up to 50 on big bench hard tasks code at
2023,vision transformers need registers,t darcet el al, https://arxiv.org/abs/2309.16588,vision,transformers have recently emerged as a powerful tool for learning visual representations in this paper we identify and characterize artifacts in feature maps of both supervised and self supervised vit networks the artifacts correspond to high norm tokens appearing during inference primarily in low informative background areas of images that are repurposed for internal computations we propose a simple yet effective solution based on providing additional tokens to the input sequence of the vision transformer to fill that role we show that this solution fixes that problem entirely for both supervised and self supervised models sets a new state of the art for self supervised visual models on dense visual prediction tasks enables object discovery methods with larger models and most importantly leads to smoother feature maps and attention maps for downstream visual processing,vision transformers need registers t darcet el al transformers have recently emerged as a powerful tool for learning visual representations in this paper we identify and characterize artifacts in feature maps of both supervised and self supervised vit networks the artifacts correspond to high norm tokens appearing during inference primarily in low informative background areas of images that are repurposed for internal computations we propose a simple yet effective solution based on providing additional tokens to the input sequence of the vision transformer to fill that role we show that this solution fixes that problem entirely for both supervised and self supervised models sets a new state of the art for self supervised visual models on dense visual prediction tasks enables object discovery methods with larger models and most importantly leads to smoother feature maps and attention maps for downstream visual processing
2023,efficient streaming language models with attention sinks,guangxuan xiao et al,https://arxiv.org/abs/2309.17453,dl_nlp,deploying large language models llms in streaming applications such as multi round dialogue where long interactions are expected is urgently needed but poses two major challenges firstly during the decoding stage caching previous tokens key and value states kv consumes extensive memory secondly popular llms cannot generalize to longer texts than the training sequence length window attention where only the most recent kvs are cached is a natural approach but we show that it fails when the text length surpasses the cache size we observe an interesting phenomenon namely attention sink that keeping the kv of initial tokens will largely recover the performance of window attention in this paper we first demonstrate that the emergence of attention sink is due to the strong attention scores towards initial tokens as a sink even if they are not semantically important based on the above analysis we introduce streamingllm an efficient framework that enables llms trained with a finite length attention window to generalize to infinite sequence lengths without any fine tuning we show that streamingllm can enable llama 2 mpt falcon and pythia to perform stable and efficient language modeling with up to 4 million tokens and more in addition we discover that adding a placeholder token as a dedicated attention sink during pre training can further improve streaming deployment in streaming settings streamingllm outperforms the sliding window recomputation baseline by up to 22 2x speedup code and datasets are provided at,efficient streaming language models with attention sinks guangxuan xiao et al deploying large language models llms in streaming applications such as multi round dialogue where long interactions are expected is urgently needed but poses two major challenges firstly during the decoding stage caching previous tokens key and value states kv consumes extensive memory secondly popular llms cannot generalize to longer texts than the training sequence length window attention where only the most recent kvs are cached is a natural approach but we show that it fails when the text length surpasses the cache size we observe an interesting phenomenon namely attention sink that keeping the kv of initial tokens will largely recover the performance of window attention in this paper we first demonstrate that the emergence of attention sink is due to the strong attention scores towards initial tokens as a sink even if they are not semantically important based on the above analysis we introduce streamingllm an efficient framework that enables llms trained with a finite length attention window to generalize to infinite sequence lengths without any fine tuning we show that streamingllm can enable llama 2 mpt falcon and pythia to perform stable and efficient language modeling with up to 4 million tokens and more in addition we discover that adding a placeholder token as a dedicated attention sink during pre training can further improve streaming deployment in streaming settings streamingllm outperforms the sliding window recomputation baseline by up to 22 2x speedup code and datasets are provided at
2023,eureka human level reward design via coding large language models,yecheng jason ma et al,https://arxiv.org/abs/2310.12931,dl_nlp,large language models llms have excelled as high level semantic planners for sequential decision making tasks however harnessing them to learn complex low level manipulation tasks such as dexterous pen spinning remains an open problem we bridge this fundamental gap and present eureka a human level reward design algorithm powered by llms eureka exploits the remarkable zero shot generation code writing and in context improvement capabilities of state of the art llms such as gpt 4 to perform evolutionary optimization over reward code the resulting rewards can then be used to acquire complex skills via reinforcement learning without any task specific prompting or pre defined reward templates eureka generates reward functions that outperform expert human engineered rewards in a diverse suite of 29 open source rl environments that include 10 distinct robot morphologies eureka outperforms human experts on 83 of the tasks leading to an average normalized improvement of 52 the generality of eureka also enables a new gradient free in context learning approach to reinforcement learning from human feedback rlhf readily incorporating human inputs to improve the quality and the safety of the generated rewards without model updating finally using eureka rewards in a curriculum learning setting we demonstrate for the first time a simulated shadow hand capable of performing pen spinning tricks adeptly manipulating a pen in circles at rapid speed,eureka human level reward design via coding large language models yecheng jason ma et al large language models llms have excelled as high level semantic planners for sequential decision making tasks however harnessing them to learn complex low level manipulation tasks such as dexterous pen spinning remains an open problem we bridge this fundamental gap and present eureka a human level reward design algorithm powered by llms eureka exploits the remarkable zero shot generation code writing and in context improvement capabilities of state of the art llms such as gpt 4 to perform evolutionary optimization over reward code the resulting rewards can then be used to acquire complex skills via reinforcement learning without any task specific prompting or pre defined reward templates eureka generates reward functions that outperform expert human engineered rewards in a diverse suite of 29 open source rl environments that include 10 distinct robot morphologies eureka outperforms human experts on 83 of the tasks leading to an average normalized improvement of 52 the generality of eureka also enables a new gradient free in context learning approach to reinforcement learning from human feedback rlhf readily incorporating human inputs to improve the quality and the safety of the generated rewards without model updating finally using eureka rewards in a curriculum learning setting we demonstrate for the first time a simulated shadow hand capable of performing pen spinning tricks adeptly manipulating a pen in circles at rapid speed
2023,florence 2 advancing a unified representation for a variety of vision tasks,bin xiao et al,https://arxiv.org/abs/2311.06242,vision,we introduce florence 2 a novel vision foundation model with a unified prompt based representation for a variety of computer vision and vision language tasks while existing large vision models excel in transfer learning they struggle to perform a diversity of tasks with simple instructions a capability that implies handling the complexity of various spatial hierarchy and semantic granularity florence 2 was designed to take text prompt as task instructions and generate desirable results in text forms whether it be captioning object detection grounding or segmentation this multi task learning setup demands large scale high quality annotated data to this end we co developed fld 5b that consists of 5 4 billion comprehensive visual annotations on 126 million images using an iterative strategy of automated image annotation and model refinement we adopted a sequence to sequence structure to train florence 2 to perform versatile and comprehensive vision tasks extensive evaluations on numerous tasks demonstrated florence 2 to be a strong vision foundation model contender with unprecedented zero shot and fine tuning capabilities,florence 2 advancing a unified representation for a variety of vision tasks bin xiao et al we introduce florence 2 a novel vision foundation model with a unified prompt based representation for a variety of computer vision and vision language tasks while existing large vision models excel in transfer learning they struggle to perform a diversity of tasks with simple instructions a capability that implies handling the complexity of various spatial hierarchy and semantic granularity florence 2 was designed to take text prompt as task instructions and generate desirable results in text forms whether it be captioning object detection grounding or segmentation this multi task learning setup demands large scale high quality annotated data to this end we co developed fld 5b that consists of 5 4 billion comprehensive visual annotations on 126 million images using an iterative strategy of automated image annotation and model refinement we adopted a sequence to sequence structure to train florence 2 to perform versatile and comprehensive vision tasks extensive evaluations on numerous tasks demonstrated florence 2 to be a strong vision foundation model contender with unprecedented zero shot and fine tuning capabilities
2023,videopoet a large language model for zero shot video generation,paul vicol et al,https://arxiv.org/abs/2312.14125,vision,we present videopoet a language model capable of synthesizing high quality video with matching audio from a large variety of conditioning signals videopoet employs a decoder only transformer architecture that processes multimodal inputs including images videos text and audio the training protocol follows that of large language models llms consisting of two stages pretraining and task specific adaptation during pretraining videopoet incorporates a mixture of multimodal generative objectives within an autoregressive transformer framework the pretrained llm serves as a foundation that can be adapted for a range of video generation tasks we present empirical results demonstrating the model s state of the art capabilities in zero shot video generation specifically highlighting videopoet s ability to generate high fidelity motions project page,videopoet a large language model for zero shot video generation paul vicol et al we present videopoet a language model capable of synthesizing high quality video with matching audio from a large variety of conditioning signals videopoet employs a decoder only transformer architecture that processes multimodal inputs including images videos text and audio the training protocol follows that of large language models llms consisting of two stages pretraining and task specific adaptation during pretraining videopoet incorporates a mixture of multimodal generative objectives within an autoregressive transformer framework the pretrained llm serves as a foundation that can be adapted for a range of video generation tasks we present empirical results demonstrating the model s state of the art capabilities in zero shot video generation specifically highlighting videopoet s ability to generate high fidelity motions project page
1951,a stochastic approximation method,h robbins and s monro,Let denote the expected value at level of the response to a certain experiment. is assumed to be a monotone function of but is unknown to the experimenter  and it is desired to find the solution of the equation   where is a given constant. We give a method for making successive experiments at levels in such a way that will tend to in probability.,dl_general,let denote the expected value at level of the response to a certain experiment is assumed to be a monotone function of but is unknown to the experimenter and it is desired to find the solution of the equation where is a given constant we give a method for making successive experiments at levels in such a way that will tend to in probability,a stochastic approximation method h robbins and s monro let denote the expected value at level of the response to a certain experiment is assumed to be a monotone function of but is unknown to the experimenter and it is desired to find the solution of the equation where is a given constant we give a method for making successive experiments at levels in such a way that will tend to in probability
